id,created_at,published_at,name,body,author_url,author_id,author_login,assets_url,url,target_commitish,tarball_url,html_url,zipball_url,tag_name,draft,prerelease
8263291,2017-10-25T21:16:29Z,2017-10-25T22:49:47Z,,"Arch | Platform | Package | SHA256
i386 | Centos | [`telegraf-1.3.5-1.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5-1.i386.rpm) | `ae7c65b400b3c378c7fff614d66cb756a926cac7aee195626eb117188ad1cd79`
i386 | Debian | [`telegraf_1.3.5-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.5-1_i386.deb) | `106954d45c11c4d81b50bbdaec7071f550295a4505f876a8c2be4c53b5413c5c`
i386 | FreeBSD | [`telegraf-1.3.5_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_freebsd_i386.tar.gz) | `c3dc117b38cd1216f8c046d3b041822ee190d4d0b71b13b99d6e48c0e031e846`
i386 | Linux | [`telegraf-1.3.5_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_linux_i386.tar.gz) | `730e89b664ddcf7728e9e5dc75f7b1e89b71ca5c309ac62d07634854ba593bb2`
i386 | Windows | [`telegraf-1.3.5_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_windows_i386.zip) | `38cbb0aafe65dd8195ef1290522310ab9e6eb3900e9614d383015170b97b15fd`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/7182978/assets,https://api.github.com/repos/influxdata/telegraf/releases/7182978,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.3.5,https://github.com/influxdata/telegraf/releases/tag/1.3.5,https://api.github.com/repos/influxdata/telegraf/zipball/1.3.5,1.3.5,False,False
7022063,2017-07-13T00:17:11Z,2017-07-13T00:55:35Z,,"### Bugfixes

- [#3001](https://github.com/influxdata/telegraf/issues/3001): Fix handling of escape characters within fields.
- [#2988](https://github.com/influxdata/telegraf/issues/2988): Fix chrony plugin does not track system time offset.
- [#3004](https://github.com/influxdata/telegraf/issues/3004): Do not allow metrics with trailing slashes.
- [#3011](https://github.com/influxdata/telegraf/issues/3011): Prevent Write from being called concurrently.

### Official Builds

Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.3.4-1.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4-1.x86_64.rpm) | `45c951f519998f5e37a131b182f74250c3ea1461084c35d1d5f24ac8e7a0d765`
amd64 | Debian | [`telegraf_1.3.4-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.4-1_amd64.deb) | `680375f0138ccbbc5331474ca18ed90e7b8e66177ce46e4978ae955562b4328f`
amd64 | FreeBSD | [`telegraf-1.3.4_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_freebsd_amd64.tar.gz) | `b4a3eac9c3ab0f1e2342480b4d98f4a6add344cdfead265fa936fb8f03a4c255`
amd64 | Linux | [`telegraf-1.3.4_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_linux_amd64.tar.gz) | `45b516acfe9a9961d76dbb0db6fb14df5156076ab8de7c9d387a2734a902914a`
amd64 | Linux | [`telegraf-1.3.4-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4-static_linux_amd64.tar.gz) | `2f2873a6869af6b49a01b582cb15b5199322baf10f71881f56ef7ad64617d03a`
amd64 | Windows | [`telegraf-1.3.4_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_windows_amd64.zip) | `e06b942cb9f5d69b4ac6de7c23104bbb7e461bd9d07aecd11b86c05afd97e94f`
arm64 | Centos | [`telegraf-1.3.4-1.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4-1.arm64.rpm) | `f32d14b25997b5cb132e0f3e5daee7c377d7c24c66bc4f7f2f7d4438eaed6665`
arm64 | Debian | [`telegraf_1.3.4-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.4-1_arm64.deb) | `37cf9427a1ac1e173fead8bddd6f1d3797d5a75058e066db659a201ef7fdde2c`
arm64 | Linux | [`telegraf-1.3.4_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_linux_arm64.tar.gz) | `db046dd807c88f964304992109ef768cd817ea88a2ad2e0ed2171207a0e7df8d`
armel | Centos | [`telegraf-1.3.4-1.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4-1.armel.rpm) | `f9967589ca2a4cbe5e7eb9e7776f8c4023aa720df8b6f5e3af0b79583c0ffb2a`
armel | Debian | [`telegraf_1.3.4-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.4-1_armel.deb) | `88bfb5d7e9c904c4b5f974e15de40a51ecd32d0f20daa6f6b9d0976ebf20cb26`
armel | Linux | [`telegraf-1.3.4_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_linux_armel.tar.gz) | `2cdee28e43e0b0f018997e7f00f5c3dba33ec614bd46f6bb5e4bc05dd8fb39fd`
armhf | Debian | [`telegraf_1.3.4-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.4-1_armhf.deb) | `f0de5910e54205f137ec4b0505d409c5a326dfa6b2b0d9bc7c0d2c935af61143`
armhf | Linux | [`telegraf-1.3.4_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_linux_armhf.tar.gz) | `79d3880757eba6a3bffbb0065e6bd17a47ea0a31974512b6bc5dc105c6bc8dfc`
armv6hl | Centos | [`telegraf-1.3.4-1.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4-1.armv6hl.rpm) | `ef65ee55407c374653b74b5e97b70c3de655b8d7c692051619b4abee8431bea3`
i386 | Centos | [`telegraf-1.3.4-1.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4-1.i386.rpm) | `3aed004590a1802efc81aad1c23a0e0c3a5f866cbaae6cfecd5a205a01adde1f`
i386 | Debian | [`telegraf_1.3.4-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.4-1_i386.deb) | `9617b3e2276611c304b0b2c8240bfccc212846168e9cf57e23fa85e0d49e28a7`
i386 | FreeBSD | [`telegraf-1.3.4_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_freebsd_i386.tar.gz) | `722a2a023fe6ae31459f83cd4247b63cc9ad9703bc182db82ce7d6765bc1d2b6`
i386 | Linux | [`telegraf-1.3.4_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_linux_i386.tar.gz) | `42b4859d1d867ce98a57e68d2861061e7e18e90d76c75caea25c2612ae220199`
i386 | Windows | [`telegraf-1.3.4_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.4_windows_i386.zip) | `7b3bcfc3a86dc9391f2e21a8bf465d61715ab23479b343fdc9ae076f0aa2f623`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/7022063/assets,https://api.github.com/repos/influxdata/telegraf/releases/7022063,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.3.4,https://github.com/influxdata/telegraf/releases/tag/1.3.4,https://api.github.com/repos/influxdata/telegraf/zipball/1.3.4,1.3.4,False,False
6870920,2017-06-28T20:06:51Z,2017-06-28T21:40:46Z,,"## v1.3.3 [2017-06-28]

### Bugfixes

- [#2915](https://github.com/influxdata/telegraf/issues/2915): Allow dos line endings in tail and logparser.
- [#2937](https://github.com/influxdata/telegraf/issues/2937): Remove label value sanitization in prometheus output.
- [#2948](https://github.com/influxdata/telegraf/issues/2948): Fix bug parsing default timestamps with modified precision.
- [#2954](https://github.com/influxdata/telegraf/issues/2954): Fix panic in elasticsearch input if cannot determine master.

### Official Builds

Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.3.3-1.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3-1.x86_64.rpm) | `7b05e529d80204bbab2a45ef90324a3a5e738a56fe24ba9d61011af0047ee48c`
amd64 | Debian | [`telegraf_1.3.3-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.3-1_amd64.deb) | `a56307bd34207988bcd4b6b23f350cc912f14ca3ebf269e56ef410c3783a68f0`
amd64 | FreeBSD | [`telegraf-1.3.3_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_freebsd_amd64.tar.gz) | `28275050c25974b2447b1908d6ff24e50337db9cd38790aca04331cf32514ae0`
amd64 | Linux | [`telegraf-1.3.3-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3-static_linux_amd64.tar.gz) | `9caa8660ed059acdc0a155fdf37a4214e206b881ee3822d24795f9c0de732589`
amd64 | Linux | [`telegraf-1.3.3_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_linux_amd64.tar.gz) | `6c4bd693fa6d626bc6e9d14270160be7356c5c1364cce84e25c2e366c7582193`
amd64 | Windows | [`telegraf-1.3.3_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_windows_amd64.zip) | `0052cfa06d9423f628d51ef129142355cda24fd094ed205dfb4418e7b365157d`
arm64 | Centos | [`telegraf-1.3.3-1.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3-1.arm64.rpm) | `f38fb9ca533cf8d7952c779efac68884105167c14e3846c880e4eb92a74e1b0b`
arm64 | Debian | [`telegraf_1.3.3-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.3-1_arm64.deb) | `d42e5f042690be54d17dd5769fda4613637edc4ef67fcf749c16c9e3ec947ed0`
arm64 | Linux | [`telegraf-1.3.3_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_linux_arm64.tar.gz) | `0f6564f98ab70b81ed43a1ffc41bd8fd7b572628c86797deebb5bfc7540cc07e`
armel | Centos | [`telegraf-1.3.3-1.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3-1.armel.rpm) | `fd9a8642a90cd0082a42fd22b1efa53f4fbb572c1844f5af2e6fd4aff3b1c6a9`
armel | Debian | [`telegraf_1.3.3-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.3-1_armel.deb) | `884228801adce5011dd567ceadf90616220b40ebb8c67b4157a7c00c1939d9b5`
armel | Linux | [`telegraf-1.3.3_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_linux_armel.tar.gz) | `734770963221f57b37d28f0e88b69ab2f3e28a1801ef7fcb3cd25ca73d90ef89`
armhf | Debian | [`telegraf_1.3.3-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.3-1_armhf.deb) | `76114a75c890dfda6dc076e6cac72844550cec3ff6d09fe1e72c660aa6664ea5`
armhf | Linux | [`telegraf-1.3.3_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_linux_armhf.tar.gz) | `7b83635f73acda0713d42de367c062abf9f14efd7a0dd4ed5a89037d1d1db951`
armv6hl | Centos | [`telegraf-1.3.3-1.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3-1.armv6hl.rpm) | `8c416eb7746326d9b3a94c09efac742682dd64f156298f5c608dd8c18332b409`
i386 | Centos | [`telegraf-1.3.3-1.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3-1.i386.rpm) | `11e540ed6dc26136e0b80decbef439a8718956c493d6b96a576cb8f8a72d1f28`
i386 | Debian | [`telegraf_1.3.3-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.3-1_i386.deb) | `c4d676cdd90b072bf83b1bf56ebe48117b16409f58a2ba0e8a2cd919e78df112`
i386 | FreeBSD | [`telegraf-1.3.3_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_freebsd_i386.tar.gz) | `a0c6f6fb909d4828bc4573b6d28e0b7a0f4966bf6db352cd579a87897249663c`
i386 | Linux | [`telegraf-1.3.3_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_linux_i386.tar.gz) | `86f062bfd3fbff429dbd8f743b9c88ba9fbf3328877d30889fb4b4528a06fd31`
i386 | Windows | [`telegraf-1.3.3_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.3_windows_i386.zip) | `b5a5b78c0ab89476045ac8dbbe75da9eb4a9d2803fd9e4665a5c81ec9d817d3f`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/6870920/assets,https://api.github.com/repos/influxdata/telegraf/releases/6870920,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.3.3,https://github.com/influxdata/telegraf/releases/tag/1.3.3,https://api.github.com/repos/influxdata/telegraf/zipball/1.3.3,1.3.3,False,False
6716375,2017-06-14T19:18:34Z,2017-06-14T20:09:06Z,,"## v1.3.2 [2017-06-14]

### Bugfixes

- [#2862](https://github.com/influxdata/telegraf/issues/2862): Fix InfluxDB UDP metric splitting.
- [#2888](https://github.com/influxdata/telegraf/issues/2888): Fix mongodb/leofs urls without scheme.
- [#2822](https://github.com/influxdata/telegraf/issues/2822): Fix inconsistent label dimensions in prometheus output.

### Official Builds

Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.3.2-1.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2-1.x86_64.rpm) | `5ac6e3d5ef3117c09a2f04e5fe0a8fcbe40b33d49edb945db2cf447a0f8797b6`
amd64 | Debian | [`telegraf_1.3.2-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.2-1_amd64.deb) | `cc847ad3b87b24d54e021f391deacf006a41697f6959430237b16ffd96b9b8b0`
amd64 | FreeBSD | [`telegraf-1.3.2_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_freebsd_amd64.tar.gz) | `45b56c76e09f5b5e7d203dc6ba88a306362e9262c8ba9c95e1c683c94e55ac1d`
amd64 | Linux | [`telegraf-1.3.2_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_linux_amd64.tar.gz) | `2f6842e65abf2d5d6bc354119208d2c9abd34bf91b568cd0ffec65af3f6ea7cd`
amd64 | Linux | [`telegraf-1.3.2-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2-static_linux_amd64.tar.gz) | `432997a4bcc4b6588bc24da113055052bf82a7fe9de2b706fd61bb1a1c8162d1`
amd64 | Windows | [`telegraf-1.3.2_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_windows_amd64.zip) | `ca91d45f702564ccaecab3e348ff6cb15a1c57ad69fe99387c9011e553da9927`
arm64 | Centos | [`telegraf-1.3.2-1.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2-1.arm64.rpm) | `be8ba3042ab002e5c829f5281034c3b9b236828c79ba28fbc481241528607a65`
arm64 | Debian | [`telegraf_1.3.2-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.2-1_arm64.deb) | `67c4fe99c0fdb6409c84090ecde7baac6cec93515d0d67a0125fff82770fe8fa`
arm64 | Linux | [`telegraf-1.3.2_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_linux_arm64.tar.gz) | `114590ba40df32fc6e2e85c4fd6a727c0930e86d18cb92b642c2e3f647911103`
armel | Centos | [`telegraf-1.3.2-1.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2-1.armel.rpm) | `010545ded056a2633cfc6dc0e771904a2b6238558c533db9919243f211ed2c09`
armel | Debian | [`telegraf_1.3.2-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.2-1_armel.deb) | `16d5e61d10e2125cdae20da829ec193aa2e99db3136560d532b0022b9bef9017`
armel | Debian | [`telegraf-1.3.2_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_linux_armel.tar.gz) | `6cacc0757d12fe95e9b5c946752dac279a2579fbab76346d952f7e58201cdb74`
armhf | Debian | [`telegraf_1.3.2-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.2-1_armhf.deb) | `8da26717691d1545ca24ec1b9350c93f2a03361aefeeedd9f3641077ee2c8dc0`
armhf | Linux | [`telegraf-1.3.2_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_linux_armhf.tar.gz) | `3331c3a0958167417163dc0e9ed4554096018a1751a69b3c92cde688d1d78692`
armv6hl | Centos | [`telegraf-1.3.2-1.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2-1.armv6hl.rpm) | `486db9773195adea4286e7133160b53a1a8bda0a428ed9244bbf2568a9fbcc95`
i386 | Centos | [`telegraf-1.3.2-1.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2-1.i386.rpm) | `2d1bef4818abb58afbc7f280d7bd3ed56adaf33335f7c34bf29fc06bab870e88`
i386 | Debian | [`telegraf_1.3.2-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.2-1_i386.deb) | `0791f245d662b0b21ad4a90d4f1738fb4255529710377281d09c897faed872c2`
i386 | FreeBSD | [`telegraf-1.3.2_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_freebsd_i386.tar.gz) | `b6e5e911e48ede12aaccaaa26dfdf8dea9dacf24502dbed84a337724b95d686d`
i386 | Linux | [`telegraf-1.3.2_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_linux_i386.tar.gz) | `0b759a3afe0ade6ca9df8a02494d7a6e51167df4985c06ed9e9278f8d8d9fc3a`
i386 | Windows | [`telegraf-1.3.2_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.2_windows_i386.zip) | `6b88a0d46176b6ce4e57cbbc7773cb7bef51ef84c8dd9e4b8d7351a52967603d`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/6716375/assets,https://api.github.com/repos/influxdata/telegraf/releases/6716375,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.3.2,https://github.com/influxdata/telegraf/releases/tag/1.3.2,https://api.github.com/repos/influxdata/telegraf/zipball/1.3.2,1.3.2,False,False
6565104,2017-05-31T21:34:51Z,2017-05-31T23:02:50Z,,"## v1.3.1 [2017-05-31]

### Bugfixes

- [#2749](https://github.com/influxdata/telegraf/pull/2749): Fixed sqlserver input to work with case sensitive server collation.
- [#2782](https://github.com/influxdata/telegraf/pull/2782): Reuse transports in input plugins
- [#2815](https://github.com/influxdata/telegraf/issues/2815): Inputs processes fails with ""no such process"".
- [#2851](https://github.com/influxdata/telegraf/pull/2851): Fix InfluxDB output database quoting.
- [#2856](https://github.com/influxdata/telegraf/issues/2856): Fix net input on older Linux kernels.
- [#2848](https://github.com/influxdata/telegraf/pull/2848): Fix panic in mongo input.
- [#2869](https://github.com/influxdata/telegraf/pull/2869): Fix length calculation of split metric buffer.

### Official Builds

Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.3.1-1.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1-1.x86_64.rpm) | `58f18d14a6c6a9824d0fe1b798794cf1acce9ed03b94fdb370581830ddb3efbe`
amd64 | Debian | [`telegraf_1.3.1-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.1-1_amd64.deb) | `59dbd9668302f1a4959986a22ebbe6db4787d2f6494abcf80b1266691ae96770`
amd64 | FreeBSD | [`telegraf-1.3.1_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_freebsd_amd64.tar.gz) | `e3c939f85de9aea116fcd361642a30f0f151a246fc2bc93642f9d54276501daf`
amd64 | Linux | [`telegraf-1.3.1_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_linux_amd64.tar.gz) | `1d794e3ac4ee516de51a90a9a4ed655c18658a1ffe1e4a90a40fd5c342f6b786`
amd64 | Linux | [`telegraf-1.3.1-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1-static_linux_amd64.tar.gz) | `ef356e55a21b6783b505c5349dfb67004bb5080379f3c6c033175799bc97e0fb`
amd64 | Windows | [`telegraf-1.3.1_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_windows_amd64.zip) | `9ca1a406e7de518b2bae8818b99498daf27afd125fb786849c6e75a172c0464d`
arm64 | Centos | [`telegraf-1.3.1-1.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1-1.arm64.rpm) | `5184f3633091d90677736d25465ad60b5c3a051cdf6b32d15946fb3f547a5e1d`
arm64 | Debian | [`telegraf_1.3.1-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.1-1_arm64.deb) | `3eb50ce23aec7838800ec0455c8efca4a34c1cf31753b2a0775c350c1134c9a8`
arm64 | Linux | [`telegraf-1.3.1_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_linux_arm64.tar.gz) | `8d31846d496b413f87f0367fa21bdb83a009960a3b3b29e34d3a857d1ea3960d`
armel | Centos | [`telegraf-1.3.1-1.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1-1.armel.rpm) | `4f30a224ef1b23c3d6fcbe5d239a7b660be2621ec854c39f3df5a6262c5ff90c`
armel | Debian | [`telegraf_1.3.1-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.1-1_armel.deb) | `47fcf493ec3342de65da924d869e54ee1624d821c585a4441e4584a1505f30ef`
armel | Debian | [`telegraf-1.3.1_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_linux_armel.tar.gz) | `76d6a8bf71697a2263ffda93ba3e7c0cdc4188f3088fa105215a4f82fe758d81`
armhf | Debian | [`telegraf_1.3.1-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.1-1_armhf.deb) | `6596f979742c2ae8822ee1fddda9ed8f0b4503a90692c932bec3c2e5ea536f3a`
armhf | Linux | [`telegraf-1.3.1_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_linux_armhf.tar.gz) | `8ef809b9978f29e9203f3061479a99ecd349a9a09bd5ec1891fc4b0ebb542849`
armv6hl | Centos | [`telegraf-1.3.1-1.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1-1.armv6hl.rpm) | `e91f7bf244003cd4b4e83834e1935bc9f5a312668adbffba8e973985329227c5`
i386 | Centos | [`telegraf-1.3.1-1.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1-1.i386.rpm) | `3a548a170a887f7b8d9478d7fe23d59d34a674bccc609adf75a5c31a54fcffa0`
i386 | Debian | [`telegraf_1.3.1-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.1-1_i386.deb) | `690fa0da79d6e129def3f85158e85e874b4bdac5973902a94ce6eb6dbf475962`
i386 | FreeBSD | [`telegraf-1.3.1_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_freebsd_i386.tar.gz) | `7bc509d528a8649cd713f390b4310a27e78747655a552d3c9e4e3e0a51dc219c`
i386 | Linux | [`telegraf-1.3.1_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_linux_i386.tar.gz) | `fa71f61c2ea2df00254f79fc7cf0e5b0d9b04f9e7e49bc7c27e3d699db47f3a4`
i386 | Windows | [`telegraf-1.3.1_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.1_windows_i386.zip) | `8f68f75556512b28cd8fb2f06d9e2c7e9422f406d8466284e09974fe0805d91f`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/6565104/assets,https://api.github.com/repos/influxdata/telegraf/releases/6565104,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.3.1,https://github.com/influxdata/telegraf/releases/tag/1.3.1,https://api.github.com/repos/influxdata/telegraf/zipball/1.3.1,1.3.1,False,False
